X,Y,Wattage,Status
1020855.19849081,449872.824146979,40.0,Active
991736.533464566,426393.978018373,40.0,Active
991493.055774279,426386.388123363,40.0,Active
991227.244750656,426384.789698161,40.0,Active
990948.979986876,426391.816601053,40.0,Active
993352.429790027,426048.436351709,40.0,Active
993142.435039371,426039.226706035,40.0,Active
992906.27559055,426043.697506562,40.0,Active
992673.284448817,426039.829396322,40.0,Active
992446.804133859,426034.564960629,40.0,Active
992096.461942255,426073.329724409,40.0,Active
991739.976706035,426071.659776904,40.0,Active
991491.583333332,426024.370078743,40.0,Active
991218.355314959,426021.251640417,40.0,Active
991761.270341206,424736.246719159,40.0,Active
990639.699803151,453936.236548558,40.0,Active
991244.153215222,424734.63057743,40.0,Active
1021110.33891076,449872.015419945,40.0,Active
1021484.81528872,449874.910433069,40.0,Active
1021676.54068242,449876.039041996,40.0,Active
1021864.22506562,449879.312664039,40.0,Active
1009937.71653543,459019.037729658,40.0,Active
993777.010498688,463313.931102365,40.0,Active
994187.136811025,463321.932742782,40.0,Active
1021870.31463255,449219.003937006,40.0,Active
1020215.3074147,448915.57513123,40.0,Active
1020457.74507874,448917.913057745,40.0,Active
1020871.85925197,448916.453412071,40.0,Active
1021054.89993438,448920.768700786,40.0,Active
1020000.41896325,448621.706036747,40.0,Active
1019994.18930446,448915.263451442,40.0,Active
992277.256233595,461902.115157478,40.0,Active
992196.343503937,462489.716535434,40.0,Active
992591.684711285,462492.837598428,40.0,Active
992978.243110236,462545.367125981,40.0,Active
993506.541666668,462649.363845147,40.0,Active
993695.696850393,462652.493438318,40.0,Active
994203.828412075,462659.907480314,40.0,Active
1016809.37434383,447072.826771654,40.0,Active
1016925.30774278,447077.570866145,40.0,Active
1017924.21555118,447212.638779528,40.0,Active
1018028.37959317,447219.093175851,40.0,Active
1017749.3011811,447101.450459316,40.0,Active
1017754.39304462,446989.437335961,40.0,Active
1020409.01181103,450260.50918635,40.0,Active
1020194.70045932,449994.520997375,40.0,Active
1020445.14895013,449999.119750656,40.0,Active
992740.166010499,463076.641076118,40.0,Active
992352.894028872,463070.678149603,40.0,Active
992232.956036747,463070.712598428,40.0,Active
994323.481955379,463319.140091866,40.0,Active
993527.666010499,462043.771981627,40.0,Active
993189.200787403,462040.414698161,40.0,Active
992770.552165356,461910.467847772,40.0,Active
992560.067913387,461906.791338585,40.0,Active
982725.167979002,453708.53510499,40.0,Active
982592.293635171,452100.384842522,40.0,Active
982568.1414042,451922.632545933,40.0,Active
1023375.48129921,444420.395013124,40.0,Active
1023593.53051181,444421.4261811,40.0,Active
1023813.74015748,444391.189304464,40.0,Active
1017034.14566929,447080.42847769,40.0,Active
1017142.99770341,447081.831364833,40.0,Active
1017249.95931758,447086.85465879,40.0,Active
1017361.57709974,447090.103674538,40.0,Active
994447.664698161,462666.8011811,40.0,Active
992992.552493438,463165.097769029,40.0,Active
987651.781824145,429426.925196849,40.0,Active
981914.912401576,437899.841207348,40.0,Active
992560.526902888,452911.828740157,40.0,Active
994503.279199474,453647.568569556,40.0,Active
993556.038385827,453628.628280841,40.0,Active
993486.056430448,454094.802821524,40.0,Active
994481.735892389,454106.400590554,40.0,Active
994975.375,454037.419619426,40.0,Active
994943.66699475,454474.098097116,40.0,Active
994455.493110236,454468.30905512,40.0,Active
992661.741469815,426402.46128609,40.0,Active
1006116.82709974,433702.909776904,40.0,Active
992109.112532809,426395.061679788,40.0,Active
1018088.83923884,442647.333661415,40.0,Active
1018316.56364829,442682.40813648,40.0,Active
1018569.37335958,442694.868438318,40.0,Active
1023317.43602362,444727.637795277,40.0,Active
1023083.02591864,444723.53871391,40.0,Active
1022845.47375328,444724.504593179,40.0,Active
1022682.25459317,444460.228018373,40.0,Active
1022910.84678478,444458.446194224,40.0,Active
1023143.83825459,444417.777887136,40.0,Active
1018780.90321522,442957.403543308,40.0,Active
1018538.54429134,442942.345800526,40.0,Active
1018307.11417323,442948.860564306,40.0,Active
1018081.71062992,442907.408464566,40.0,Active
1017367.69849081,442919.138779528,40.0,Active
1017128.92913386,442916.859580055,40.0,Active
1016924.8238189,442912.366141729,40.0,Active
1016925.75098425,442652.959645666,40.0,Active
1017146.25,442657.609908134,40.0,Active
1017375.74245407,442659.800196849,40.0,Active
1017603.14435695,442625.075787403,40.0,Active
1017861.10072178,442626.635826774,40.0,Active
1008866.02985564,444437.004265092,40.0,Active
1008866.25459317,444512.683727033,40.0,Active
1008864.85597113,444762.988188975,40.0,Active
1008860.1761811,444833.892060369,40.0,Active
1008860.02723097,444916.480971128,40.0,Active
1008858.27395013,445071.821850397,40.0,Active
1024044.50164042,444389.072506562,40.0,Active
1008855.36187664,445152.201771654,40.0,Active
1002260.74278215,443717.735564306,40.0,Active
1017867.86122047,442886.807086617,40.0,Active
1017600.02198163,442883.882874019,40.0,Active
1002723.43667979,443720.127624676,40.0,Active
1006210.24409449,433974.095800526,40.0,Active
1006105.38517061,433971.311679788,40.0,Active
1005961.21620735,433970.349081367,40.0,Active
1005821.26509186,433981.796587929,40.0,Active
1005651.27362205,434030.079068244,40.0,Active
1005510.90518373,434087.002624676,40.0,Active
1005403.1230315,434166.783464566,40.0,Active
1005275.18143045,434184.528543308,40.0,Active
1005134.28248031,434231.989173226,40.0,Active
1004994.47178478,434261.996391073,40.0,Active
1004852.05085302,434273.061351709,40.0,Active
1004698.82185039,434281.844816275,40.0,Active
1004563.98228347,434275.880249344,40.0,Active
983227.713254593,437006.709317587,40.0,Active
991737.572178479,426663.944881886,40.0,Active
1002562.27395013,443721.934383199,40.0,Active
1002402.98326772,443721.939960629,40.0,Active
1008860.56069554,444992.163385823,40.0,Active
1008850.22047244,445239.474081367,40.0,Active
988829.157152232,441114.086942255,40.0,Active
988753.633858267,440621.174212597,40.0,Active
988335.347440943,440611.631561682,40.0,Active
987784.457020998,440592.396325462,40.0,Active
993842.076443568,450236.629921257,40.0,Active
993357.500656169,450271.639435694,40.0,Active
992884.426837269,450264.917322837,40.0,Active
992658.223425198,449931.111548558,40.0,Active
992391.222769029,449313.161745407,40.0,Active
993014.208989501,449329.566929132,40.0,Active
995251.89895013,448879.315288715,40.0,Active
994776.034448817,448871.086614177,40.0,Active
993858.461942255,448804.016076118,40.0,Active
1005965.54166667,433701.88188976,40.0,Active
1006222.96325459,433704.832677163,40.0,Active
1002892.02854331,443717.66141732,40.0,Active
982047.68175853,439357.894356959,40.0,Active
983230.373031497,437493.527887136,40.0,Active
983227.058070865,437192.617454067,40.0,Active
988494.710301839,441621.266732283,40.0,Active
983228.539370079,436510.097440943,40.0,Active
990808.862532809,441249.953740157,40.0,Active
988503.027559057,441304.44652231,40.0,Active
994709.652887139,426447.812007874,40.0,Active
995465.245406825,426459.966207348,40.0,Active
989917.620078739,429262.488845147,40.0,Active
989972.1414042,426058.036089242,40.0,Active
995438.403543308,429379.796259843,40.0,Active
992417.676837269,428328.953412071,40.0,Active
992699.514435697,428336.16010499,40.0,Active
993042.544947505,428387.203083992,40.0,Active
993788.217191599,428396.322506562,40.0,Active
994218.013451442,428398.299212597,40.0,Active
995454.336614173,428072.709973752,40.0,Active
994683.222769029,428070.241141729,40.0,Active
983209.515419949,436201.049212597,40.0,Active
983227.393700786,436354.007217847,40.0,Active
983047.374015749,436168.744094491,40.0,Active
989295.025918636,442080.094160102,40.0,Active
989335.700131234,441849.873359583,40.0,Active
989611.231955379,441811.433398947,40.0,Active
997404.381889764,435420.83300525,40.0,Active
988572.423228346,441862.066601053,40.0,Active
990272.777887139,424833.841207348,40.0,Active
990276.354658794,425027.062992126,40.0,Active
986849.480643045,428308.157152228,40.0,Active
986856.678805776,427939.666010499,40.0,Active
986976.761811025,427937.426509187,40.0,Active
987139.810367454,427940.651574805,40.0,Active
1014753.96456693,446317.977690287,40.0,Active
1014744.33038058,446649.340879261,40.0,Active
1014737.30150919,446966.903215222,40.0,Active
1015425.77329396,446019.817913383,40.0,Active
987282.211942255,427216.780511811,40.0,Active
987435.381233595,427217.738517061,40.0,Active
987588.547244094,427219.061351709,40.0,Active
987732.427493438,427220.668307088,40.0,Active
991207.213254593,441679.845800526,40.0,Active
991074.848753281,441677.231299214,40.0,Active
990959.775918636,441678.042979002,40.0,Active
995576.210629921,441274.900262468,40.0,Active
999270.80675853,441338.517388448,40.0,Active
999537.745406825,442780.959973752,40.0,Active
1000864.73490814,443048.718175851,40.0,Active
1000862.14796588,442309.391404197,40.0,Active
996388.120078739,451405.318897635,40.0,Active
997230.917650919,451423.039041996,40.0,Active
996411.994094487,452922.340879261,40.0,Active
1005229.875,433625.996719159,40.0,Active
1014759.94520997,446013.13976378,40.0,Active
1014391.78083989,447724.776574805,40.0,Active
1005339.75590551,433890.782152228,40.0,Active
1005404.32874016,434035.451771654,40.0,Active
998310.792979002,438428.715879261,40.0,Active
998704.921259843,438530.124015749,40.0,Active
998199.338254593,438059.157808401,40.0,Active
997774.966207348,438052.444225721,40.0,Active
997171.55511811,438037.223097116,40.0,Active
997591.6085958,435414.867125981,40.0,Active
991647.366797902,422476.26476378,40.0,Active
997859.403543308,435463.470144354,40.0,Active
1014554.08103675,447731.77034121,40.0,Active
1014719.62532808,447722.787073493,40.0,Active
1014866.7253937,447701.986876637,40.0,Active
1015039.34448819,447697.074475065,40.0,Active
1012876.09940945,448113.960629918,40.0,Active
1013080.23753281,448111.517716534,40.0,Active
1013238.46062992,448124.288385823,40.0,Active
1013594.49278215,448117.096128605,40.0,Active
1014221.16207349,447976.028215222,40.0,Active
1014384.19586614,448003.403215222,40.0,Active
1015025.86811024,447976.736876637,40.0,Active
1015381.22440945,448138.741141729,40.0,Active
1014528.05019685,448292.559383199,40.0,Active
1012771.78608924,447171.008530185,40.0,Active
1012767.39665354,447341.605971128,40.0,Active
1014253.94127297,446799.329068244,40.0,Active
1015221.9324147,446804.497047246,40.0,Active
1015390.77624672,446806.827099741,40.0,Active
1011634.11843832,446495.590879261,40.0,Active
1011807.90649606,446495.202427819,40.0,Active
1011971.54691601,446495.11942257,40.0,Active
1011524.41043307,447113.081364833,40.0,Active
1011676.88287402,447113.056102365,40.0,Active
1011831.5164042,447113.415682413,40.0,Active
1011980.57677165,447114.451115489,40.0,Active
1012284.86515748,447118.401574805,40.0,Active
1012465.7746063,447120.102690287,40.0,Active
1012617.00656168,447120.433727033,40.0,Active
1012936.16305774,447121.983267717,40.0,Active
990947.325459316,422436.670931756,40.0,Active
991969.367125984,422461.985892385,40.0,Active
991969.337926511,422324.096456692,40.0,Active
1005083.23195538,433287.380905509,40.0,Active
1005022.86482939,433392.338254593,40.0,Active
1006224.47408136,433436.484580055,40.0,Active
1006131.55150919,434274.801837273,40.0,Active
1006214.58562992,434275.511482939,40.0,Active
1004573.95767717,433422.789698161,40.0,Active
1004700.17519685,433424.672900259,40.0,Active
1004813.41535433,433424.618766405,40.0,Active
1004915.16568242,433429.189304464,40.0,Active
1005022.99671916,433445.458661415,40.0,Active
1005137.20669291,433508.356955379,40.0,Active
991217.560367454,410243.691601053,40.0,Active
1005284.09055118,433753.107283466,40.0,Active
985386.408464566,446086.223425195,40.0,Active
987112.427821521,446269.544947505,40.0,Active
987528.025262468,446312.795931756,40.0,Active
985235.037729658,449199.636811025,40.0,Active
985432.945866141,449200.609251969,40.0,Active
985234.041666668,450323.85104987,40.0,Active
1013954.85137795,446833.976706035,40.0,Active
1019784.03937008,449863.584973752,40.0,Active
1019364.11122047,449859.908464566,40.0,Active
1021307.86187664,449209.919947505,40.0,Active
1021301.88681103,449539.863845147,40.0,Active
1021294.83825459,450204.529199474,40.0,Active
1021295.91863517,449869.080380574,40.0,Active
1021287.6332021,450533.733923882,40.0,Active
1021285.83530184,450687.620406821,40.0,Active
1021280.95472441,450904.421259843,40.0,Active
1021277.63090551,451120.145669289,40.0,Active
1019969.80807086,450707.66010499,40.0,Active
1019592.4160105,449851.91699475,40.0,Active
997337.220800526,444140.478674538,40.0,Active
997343.91699475,443979.72604987,40.0,Active
997353.61187664,443864.114829399,40.0,Active
997351.059383202,443769.132545933,40.0,Active
997361.392060369,443616.780511811,40.0,Active
997696.012795277,443621.59547244,40.0,Active
991218.142060369,409964.281496063,40.0,Active
991221.976706035,409844.253608927,40.0,Active
991983.837926511,411694.037401572,40.0,Active
991986.38582677,411579.819553807,40.0,Active
992025.814960629,409092.338254593,40.0,Active
992027.567913387,408962.479986876,40.0,Active
989369.384514436,408616.241797902,40.0,Active
1005461.53313648,434173.868766405,40.0,Active
1005515.38746719,434306.433727033,40.0,Active
991100.030511811,422387.069881886,40.0,Active
995997.990485564,435764.475721784,40.0,Active
994886.747703411,466302.107611552,40.0,Active
998122.945538059,435468.741797902,40.0,Active
998285.674868766,435434.545603678,40.0,Active
1014222.47112861,436712.434383199,40.0,Active
990772.930446193,411738.758202098,40.0,Active
991227.598425198,411745.450787403,40.0,Active
991377.797244094,411748.039698161,40.0,Active
991564.327427823,410349.318897635,40.0,Active
991641.946194224,410218.293963253,40.0,Active
991715.496391077,410092.327099741,40.0,Active
991770.421259843,409972.018700786,40.0,Active
991775.49606299,409852.001640417,40.0,Active
990786.240485564,410815.857939631,40.0,Active
990929.60104987,410743.252624676,40.0,Active
991017.905839894,410629.055118114,40.0,Active
991116.838582676,410503.308727033,40.0,Active
991188.625656169,410401.701443568,40.0,Active
1025552.34317585,439716.468832023,40.0,Active
991215.728674542,410098.874343835,40.0,Active
1004727.53641732,440163.069553807,40.0,Active
1004725.50492126,440283.479002625,40.0,Active
1003790.17257218,439121.939304464,40.0,Active
1003890.82086614,439008.252296589,40.0,Active
1003992.31791339,438937.141404197,40.0,Active
1004113.65846457,438861.118766405,40.0,Active
1004255.27526247,438800.562992126,40.0,Active
1004393.89206037,438763.629593179,40.0,Active
1004539.76279528,438745.31824147,40.0,Active
1004759.2726378,439738.041666664,40.0,Active
1004760.46686352,439877.763779528,40.0,Active
1015854.82939633,436993.859580055,40.0,Active
1004730.5593832,440035.756233595,40.0,Active
1004190.23589239,435561.875328086,40.0,Active
1004152.15223097,435666.673884511,40.0,Active
1004137.19685039,435779.688648291,40.0,Active
1003779.99770341,435562.128280841,40.0,Active
1003683.58858268,435481.569225721,40.0,Active
1003440.37401575,435181.008858271,40.0,Active
1015083.2562336,437614.883202098,40.0,Active
1015080.01870079,437728.004921257,40.0,Active
1015081.35958005,437847.719488189,40.0,Active
1015510.6230315,437209.25688976,40.0,Active
1015512.27493438,437067.74081365,40.0,Active
1015510.14238845,436933.829724409,40.0,Active
1015510.85597113,436793.396325462,40.0,Active
1014024.95866142,436759.322506562,40.0,Active
1025689.09711286,439430.011482939,40.0,Active
1025860.44685039,439433.145669289,40.0,Active
1026026.85826772,439435.137467191,40.0,Active
1026168.76181103,439434.717191599,40.0,Active
1026214.48654856,439100.211942255,40.0,Active
1026032.63254593,439098.646325462,40.0,Active
1025866.82742782,439097.748687662,40.0,Active
1025698.832021,439099.377296589,40.0,Active
1025549.20045932,439121.197834648,40.0,Active
1025380.11351706,439139.553805776,40.0,Active
1014221.49507874,436848.499015749,40.0,Active
1014217.39468504,436987.808727033,40.0,Active
1014224.29625984,437108.66699475,40.0,Active
1014218.80708661,437198.482283466,40.0,Active
1014218.29166667,437318.542650916,40.0,Active
1014216.35301837,437458.236548558,40.0,Active
1014216.29790026,437562.292650916,40.0,Active
1014219.64895013,437666.017060369,40.0,Active
1013650.0246063,436986.455380574,40.0,Active
1013775.87860892,436992.736220472,40.0,Active
1004094.75918635,435819.321850397,40.0,Active
1015718.70866142,436993.658464566,40.0,Active
1004940.74835958,434722.477034122,40.0,Active
1015993.41108924,436995.539698161,40.0,Active
1016129.51115486,436997.924540684,40.0,Active
1015106.65124672,437268.006561682,40.0,Active
1016674.51213911,436781.897637792,40.0,Active
1016529.2171916,436770.327099741,40.0,Active
1016428.25557743,436748.991797902,40.0,Active
1016295.14271653,436725.167979002,40.0,Active
1016159.68471128,436720.241469815,40.0,Active
1016027.8933727,436720.08070866,40.0,Active
1015884.05183727,436718.350393698,40.0,Active
1015747.91961942,436719.240485564,40.0,Active
1015607.48064305,436717.543963253,40.0,Active
1015462.06824147,436718.347440943,40.0,Active
1015318.83858268,436717.353018373,40.0,Active
1005272.13418635,433875.972112864,40.0,Active
1013572.30610236,436895.127952754,40.0,Active
1025018.49507874,439707.607611552,40.0,Active
1024849.67814961,439698.681102365,40.0,Active
1024856.17290026,439413.858923882,40.0,Active
1025021.00918635,439418.74442257,40.0,Active
1025188.02854331,439421.832677163,40.0,Active
1025356.28149606,439425.297900259,40.0,Active
1026231.82677165,438250.308398947,40.0,Active
1026888.06496063,437832.953412071,40.0,Active
1026889.4406168,437535.637467191,40.0,Active
1026335.34711286,437694.650918633,40.0,Active
1004842.31135171,433715.220144354,40.0,Active
1004728.20734908,433708.35334646,40.0,Active
1004590.55446194,433705.27395013,40.0,Active
1004455.97834646,433704.04199475,40.0,Active
1004662.92716536,433167.467847772,40.0,Active
1004793.46620735,433001.665354334,40.0,Active
1004856.9917979,432990.968503937,40.0,Active
1004350.48326772,433736.913057745,40.0,Active
1004226.44914698,433733.231627293,40.0,Active
1005047.63615486,434638.684711285,40.0,Active
1005165.88090551,434564.819881886,40.0,Active
1005284.90419947,434507.335301839,40.0,Active
1005430.47965879,434455.916010499,40.0,Active
1005694.05150919,434357.919619426,40.0,Active
1005829.11646982,434305.678149603,40.0,Active
1005972.64665354,434274.980643041,40.0,Active
1003943.29002625,433773.939304464,40.0,Active
1004805.52034121,434590.258858271,40.0,Active
1004862.02887139,434646.079068244,40.0,Active
1005152.56364829,433925.447506562,40.0,Active
1001088.42355643,434624.263123363,40.0,Active
1001666.24639108,434650.054133855,40.0,Active
1001663.28838583,434771.546259843,40.0,Active
1001663.34875328,434867.233923882,40.0,Active
1001661.25360892,434961.810695536,40.0,Active
1005401.35597113,433820.036745407,40.0,Active
1004428.79002625,434274.642716534,40.0,Active
1002323.08858268,434954.721128605,40.0,Active
1002324.94586614,434859.30905512,40.0,Active
1004415.98392389,434118.806430444,40.0,Active
1004418.01706037,434031.86942257,40.0,Active
1004421.07513123,433900.554790027,40.0,Active
1004429.42191601,433799.850065619,40.0,Active
1004461.582021,433659.709973752,40.0,Active
1004480.54954068,433554.732611552,40.0,Active
1004508.53346457,433472.035433069,40.0,Active
1002511.23917323,433663.610564306,40.0,Active
1002653.43175853,433575.794619426,40.0,Active
1002753.68175853,433432.371719159,40.0,Active
1002847.28149606,433346.632217847,40.0,Active
1002982.18602362,433209.968832023,40.0,Active
1004103.93897638,433732.111548558,40.0,Active
1004014.16863517,433737.112532809,40.0,Active
984743.175853018,456007.340223096,40.0,Active
1003418.31397638,433020.222440943,40.0,Active
1026646.9550525,437372.074146979,40.0,Active
1003931.28444882,433394.718832023,40.0,Active
1003824.26476378,433503.014107615,40.0,Active
1003727.72703412,433595.149606302,40.0,Active
1001486.0902231,434626.227362208,40.0,Active
1001349.65912073,434625.354986876,40.0,Active
1001210.44356955,434624.45800525,40.0,Active
1002134.55183727,432174.44324147,40.0,Active
1002269.93635171,432318.930774279,40.0,Active
1002428.48129921,432447.802493438,40.0,Active
1002569.42716536,432531.672900259,40.0,Active
1002627.44980315,432785.789698161,40.0,Active
1001661.29757218,435059.317257218,40.0,Active
1002320.21062992,435067.11811024,40.0,Active
1001224.93307086,433946.775590554,40.0,Active
1001388.53346457,433954.267716534,40.0,Active
1001549.4488189,433950.80675853,40.0,Active
1001705.04068242,433954.400262468,40.0,Active
1001819.44783464,433927.787073493,40.0,Active
1001938.91076116,433872.543307088,40.0,Active
1002087.3523622,433862.91010499,40.0,Active
1002228.12073491,433795.42486877,40.0,Active
1002372.63779528,433730.823162727,40.0,Active
1042586.38877953,442908.63057743,40.0,Active
1042389.11942257,442780.707020998,40.0,Active
1042049.1105643,442575.999671914,40.0,Active
1003134.58234908,433058.687007874,40.0,Active
1003297.86548556,433020.048228346,40.0,Active
1001604.5265748,431335.513779528,40.0,Active
1001786.69324147,431398.877952754,40.0,Active
1001913.02034121,431471.345144354,40.0,Active
1002063.04265092,431605.762467191,40.0,Active
1002188.50918635,431762.584317587,40.0,Active
1002296.46062992,431899.123687662,40.0,Active
1002390.1597769,432068.344160102,40.0,Active
1001903.94356955,431878.376312338,40.0,Active
1002002.41043307,432006.609908134,40.0,Active
1041618.19127297,444414.082677163,40.0,Active
1042690.97998688,442994.848753281,40.0,Active
1042758.57414698,442769.233267717,40.0,Active
1002748.14599738,432612.613517061,40.0,Active
1003078.97080053,432095.349081367,40.0,Active
999421.173556432,451019.51476378,40.0,Active
1001407.82217848,431312.491141729,40.0,Active
1031232.19750656,447021.383858271,40.0,Active
1031396.04691601,446904.405183725,40.0,Active
1031602.52755906,446792.582677163,40.0,Active
1031866.61975066,446796.311351709,40.0,Active
1032126.87729659,446812.374015749,40.0,Active
1032385.46489501,446809.866141729,40.0,Active
1021852.20964567,450576.675853021,40.0,Active
1021659.07480315,450210.601706035,40.0,Active
1021475.710958,450208.462598428,40.0,Active
1021087.66076116,450202.525590554,40.0,Active
1020829.45177165,450201.121719159,40.0,Active
1041321.75524934,444606.058070868,40.0,Active
1041549.12073491,444543.629265092,40.0,Active
1041743.04527559,444454.661745407,40.0,Active
1041880.47112861,444325.454396322,40.0,Active
1041827.96883202,444227.403543308,40.0,Active
1041828.04888451,444009.097112864,40.0,Active
1041910.46981627,443784.724081367,40.0,Active
1042227.44619422,443371.383202098,40.0,Active
1042500.68832021,443390.570866145,40.0,Active
1013124.33562992,436731.184383199,40.0,Active
1013040.20439633,436729.300853021,40.0,Active
1012847.75164042,436731.855971128,40.0,Active
1012653.52132546,436726.027559057,40.0,Active
1012464.26148294,436718.063648291,40.0,Active
1012282.99639108,436715.269685037,40.0,Active
1025214.63615486,439136.843503937,40.0,Active
1025036.79593176,439132.921587929,40.0,Active
1024856.80511811,439127.524278216,40.0,Active
1024857.67880578,438848.10465879,40.0,Active
1025031.19685039,438851.25557743,40.0,Active
1025201.90583989,438856.927165352,40.0,Active
1025870.9671916,440316.649934381,40.0,Active
1025713.53740158,440314.015748031,40.0,Active
1020510.95439633,439679.859251969,40.0,Active
1025380.39435695,439711.511154853,40.0,Active
985883.583989501,449264.516076118,40.0,Active
988913.341535434,441606.71128609,40.0,Active
988932.034120735,441840.45013123,40.0,Active
995226.368766405,450255.455380574,40.0,Active
994781.419619422,450250.41141732,40.0,Active
994311.456692912,450241.513779528,40.0,Active
1016886.94685039,446786.863188975,40.0,Active
1017009.37893701,446791.305774279,40.0,Active
1017133.14435695,446795.397637792,40.0,Active
1017252.49409449,446798.720144354,40.0,Active
1017363.39107611,446803.053805776,40.0,Active
1038821.75853018,444712.914370082,40.0,Active
1039156.95472441,440659.830380574,40.0,Active
1039159.0,440914.17847769,40.0,Active
1039193.65255906,441165.224737532,40.0,Active
1041104.05249344,441496.58300525,40.0,Active
1038339.82906824,442376.125328086,40.0,Active
1038057.78313648,442674.154855646,40.0,Active
1039042.98884514,445038.992454067,40.0,Active
1039495.19422572,444221.319553807,40.0,Active
1039583.4937664,443995.182742782,40.0,Active
1039703.29002625,443804.660433069,40.0,Active
1039858.05905512,443612.313320212,40.0,Active
1039983.51017061,443353.083661415,40.0,Active
1039991.89534121,443138.136811025,40.0,Active
1039908.94652231,442931.352362208,40.0,Active
1039605.73851706,443180.397309713,40.0,Active
1038567.20866142,441766.454724409,40.0,Active
1038064.8976378,442065.879921257,40.0,Active
1038275.20669291,442069.474737532,40.0,Active
1041999.37959317,443561.145997375,40.0,Active
1042135.82874016,443677.525918633,40.0,Active
1042347.83497375,443545.449803151,40.0,Active
1020517.38484252,439429.965223096,40.0,Active
1020512.80905512,439294.937664039,40.0,Active
1020517.835958,439158.547244094,40.0,Active
1020513.24212598,439025.338910758,40.0,Active
1020514.71227034,438904.922900259,40.0,Active
1020515.0921916,438769.215551183,40.0,Active
1020515.4160105,438639.328740157,40.0,Active
1020516.14829396,438531.276246719,40.0,Active
1020517.34678478,438374.838254593,40.0,Active
1020645.5492126,439259.833989501,40.0,Active
1020784.43143045,439261.537401572,40.0,Active
1019531.43208661,439790.133530185,40.0,Active
1039174.90321522,444851.507217847,40.0,Active
1039334.80282152,444631.554133855,40.0,Active
1039438.83694226,444439.414698161,40.0,Active
1019525.32874016,439556.127952754,40.0,Active
1019525.02329396,439426.963254593,40.0,Active
1019525.3503937,439296.349081367,40.0,Active
1019527.52985564,439166.116469815,40.0,Active
1019527.22440945,439036.951443568,40.0,Active
1019528.54035433,438906.743438318,40.0,Active
1020134.35958005,439660.222440943,40.0,Active
1020268.90583989,439662.245734908,40.0,Active
1020389.85629921,439662.683398947,40.0,Active
1020496.89074803,439662.623359583,40.0,Active
1019812.8730315,439828.859580055,40.0,Active
1019810.62532808,439708.77165354,40.0,Active
1020783.8976378,438354.850393698,40.0,Active
1020510.48589239,439792.644356959,40.0,Active
981150.677821521,454041.525590554,40.0,Active
1020512.82152231,439550.351377949,40.0,Active
1028939.97309711,431211.590551183,40.0,Active
1038502.84744094,442072.156167977,40.0,Active
1038062.69520997,442373.669619426,40.0,Active
1039177.14173228,441379.72047244,40.0,Active
982090.735892389,454030.217519686,40.0,Active
982090.300196849,454154.278543308,40.0,Active
982088.457677167,454261.955380574,40.0,Active
982086.902559057,454408.563976377,40.0,Active
982082.225065615,454740.697178476,40.0,Active
982073.72440945,453666.974737532,40.0,Active
982198.655511811,454448.508530185,40.0,Active
981297.487532809,453464.650590554,40.0,Active
981192.894028872,453437.933070868,40.0,Active
981125.503608923,453399.524278216,40.0,Active
981022.720144358,453341.533464566,40.0,Active
1019522.29363517,440000.707349084,40.0,Active
1019523.8667979,439901.395013124,40.0,Active
1019527.78543307,439686.769028872,40.0,Active
980804.588582676,454637.817257218,40.0,Active
980692.993438318,454635.054133855,40.0,Active
980581.367782153,454635.929790027,40.0,Active
980456.129265092,454637.781824149,40.0,Active
980335.528215222,454639.673884511,40.0,Active
980221.254265092,454661.266076118,40.0,Active
980938.189960629,454634.217847772,40.0,Active
981038.682742782,454633.613188975,40.0,Active
981186.125984251,454638.5,40.0,Active
980733.604330707,454293.401574805,40.0,Active
980627.031824145,454281.585958004,40.0,Active
1011895.21587927,436697.077755906,40.0,Active
1011948.39206037,436898.776246719,40.0,Active
981281.045275591,454055.0,40.0,Active
1027497.96161417,442969.384514436,40.0,Active
1012252.29429134,437217.435367458,40.0,Active
1012615.80314961,437085.409776904,40.0,Active
1012578.88681103,436997.473425195,40.0,Active
1012735.31167979,436878.151246719,40.0,Active
1012881.43405512,437295.023622051,40.0,Active
1012985.18011811,437217.775590554,40.0,Active
1014712.18602362,437008.859580055,40.0,Active
1014838.54199475,436994.774606302,40.0,Active
1014968.22834646,436988.361876637,40.0,Active
1015097.84251969,436989.589566931,40.0,Active
1015215.09350394,436989.609251969,40.0,Active
1015341.31167979,436990.078083992,40.0,Active
1014985.69291339,437267.588254593,40.0,Active
1014869.62532808,437273.402230971,40.0,Active
1014607.40846457,437325.495734908,40.0,Active
1014494.8605643,437351.718832023,40.0,Active
1014364.46423884,437367.95013123,40.0,Active
1014236.03740158,437372.193897635,40.0,Active
1015127.80216536,437549.814960629,40.0,Active
1015245.04757218,437550.198490813,40.0,Active
991927.700787403,421071.449475065,40.0,Active
991274.960301839,421105.393044621,40.0,Active
991262.352034122,420777.477690287,40.0,Active
991931.036089238,420796.79199475,40.0,Active
991933.601706035,420468.64534121,40.0,Active
1012085.95800525,436711.96489501,40.0,Active
991145.777559057,441454.462598428,40.0,Active
991268.879921261,441455.177165352,40.0,Active
1012270.08169291,437398.791666664,40.0,Active
1030159.70964567,432621.387139104,40.0,Active
1002609.94717848,440013.840551183,40.0,Active
1002579.789042,439962.629921257,40.0,Active
1002480.68635171,440111.262467191,40.0,Active
1002362.87893701,440173.861220472,40.0,Active
