X,Y,Wattage,Status
994041.303149607,446908.994094491,12.0,Active
994077.585958004,446809.124015749,12.0,Active
994079.936023623,446807.100065619,12.0,Active
994138.286417324,446713.749015749,12.0,Active
994068.021325458,446647.954396322,12.0,Active
994021.90616798,446966.955052495,12.0,Active
993842.313320208,446898.865485564,12.0,Active
993811.779855642,446896.343503937,12.0,Active
993769.354002625,449273.658464566,12.0,Active
993630.895013124,449174.284120739,12.0,Active
993623.707677167,449169.796587929,12.0,Active
993677.761482939,446082.452755906,12.0,Active
993677.761482939,446082.452755906,12.0,Active
993587.284120735,446255.544947505,12.0,Active
993633.672900263,449235.395669289,12.0,Active
994218.937992126,441737.254921257,12.0,Active
994168.243438318,441194.8011811,12.0,Active
994168.243438318,441194.8011811,12.0,Active
994142.273293965,442698.534120739,12.0,Active
994142.797900263,442824.827099741,12.0,Active
994201.66699475,442826.028543308,12.0,Active
994139.048884515,442968.869750656,12.0,Active
994201.185367454,442972.694225721,12.0,Active
993210.159776904,441175.749343835,12.0,Active
993211.638779528,441077.867454067,12.0,Active
993286.47604987,441079.982939631,12.0,Active
993286.47604987,441079.982939631,12.0,Active
994158.292322833,441809.345800526,12.0,Active
994214.049212597,441911.121719159,12.0,Active
994157.791666668,441986.190616801,12.0,Active
994114.302165356,444471.989173226,12.0,Active
995953.680446193,446877.290682413,12.0,Active
995934.912401576,449376.927165352,12.0,Active
995159.785104986,441751.584317587,12.0,Active
994688.792650919,441744.040354334,12.0,Active
993646.193897638,446203.518044621,12.0,Active
994113.951443568,448318.011482939,12.0,Active
994062.173228346,448046.746062994,12.0,Active
994056.312335957,448052.885498688,12.0,Active
994057.115813646,447927.85465879,12.0,Active
994121.517388452,447849.474081367,12.0,Active
994127.11417323,447703.202427819,12.0,Active
994132.660104986,447592.010826774,12.0,Active
994127.408136483,447591.764435694,12.0,Active
994132.823490813,447596.964238845,12.0,Active
993203.642060369,441528.579396322,12.0,Active
993203.642060369,441528.579396322,12.0,Active
993205.981299214,441438.734580055,12.0,Active
993205.981299214,441438.734580055,12.0,Active
994137.022965878,443092.917322837,12.0,Active
996773.999015749,449702.510498688,12.0,Active
996776.233923886,449777.028543308,12.0,Active
995931.547572177,449291.888451442,12.0,Active
996007.213254593,449382.225065619,12.0,Active
994131.960301839,447368.584645666,12.0,Active
994134.495734908,447246.724409446,12.0,Active
994134.495734908,447246.724409446,12.0,Active
994072.018700786,447118.045603678,12.0,Active
994073.564960629,447037.71128609,12.0,Active
994034.104330707,446906.099737532,12.0,Active
994078.540682416,447708.550196849,12.0,Active
994066.550524935,447585.575459316,12.0,Active
994129.702099737,447448.970800526,12.0,Active
994129.702099737,447448.970800526,12.0,Active
996420.710958004,449312.859251969,12.0,Active
996784.455052495,449529.042650916,12.0,Active
993200.095800526,442038.652559057,12.0,Active
993200.762139108,441729.906824149,12.0,Active
993211.989501312,441637.05905512,12.0,Active
993211.989501312,441637.05905512,12.0,Active
994121.98917323,447368.612860896,12.0,Active
994134.495734908,447246.724409446,12.0,Active
994089.133858267,447097.749671914,12.0,Active
994073.564960629,447037.71128609,12.0,Active
994128.984908137,448054.27034121,12.0,Active
994055.945209973,448047.516404197,12.0,Active
994121.517388452,447849.474081367,12.0,Active
994066.550524935,447585.575459316,12.0,Active
994066.550524935,447585.575459316,12.0,Active
994129.702099737,447448.970800526,12.0,Active
993766.982283466,446083.441601053,12.0,Active
993646.193897638,446203.518044621,12.0,Active
995748.232283466,452177.39534121,12.0,Active
995652.024606299,452176.68405512,12.0,Active
995559.196194224,452174.300524935,12.0,Active
995109.282480314,452170.953412071,12.0,Active
992773.964566927,445439.942257218,12.0,Active
992773.964566927,445439.942257218,12.0,Active
990759.000656169,445580.150590554,12.0,Active
993112.22047244,445461.341207348,12.0,Active
993112.22047244,445461.341207348,12.0,Active
993112.22047244,445461.341207348,12.0,Active
993112.22047244,445461.341207348,12.0,Active
992901.204396326,445514.913385823,12.0,Active
992901.204396326,445514.913385823,12.0,Active
992535.45406824,445412.686679788,12.0,Active
994124.932742782,447788.551837273,12.0,Active
994060.495734908,447773.10465879,12.0,Active
994060.495734908,447773.10465879,12.0,Active
994060.495734908,447773.10465879,12.0,Active
994077.627624672,447718.034448817,12.0,Active
994066.373031497,447718.102034122,12.0,Active
996327.906496063,449373.078083992,12.0,Active
996327.906496063,449373.078083992,12.0,Active
996112.580380578,449379.052821524,12.0,Active
996112.580380578,449379.052821524,12.0,Active
996112.580380578,449379.052821524,12.0,Active
994146.013779528,446497.666666664,12.0,Active
993401.963582676,444985.853674538,12.0,Active
993401.963582676,444985.853674538,12.0,Active
993465.451771654,444986.443569556,12.0,Active
993465.451771654,444986.443569556,12.0,Active
993519.640748031,444987.988188975,12.0,Active
994598.802821521,444059.438648291,12.0,Active
992439.27952756,445344.539041996,12.0,Active
992439.27952756,445344.539041996,12.0,Active
996017.122703411,449299.86942257,12.0,Active
994122.434383202,444042.379921257,12.0,Active
994123.732939631,444118.977362208,12.0,Active
994181.421587925,444122.216535434,12.0,Active
994187.763451442,444042.055774279,12.0,Active
992773.964566927,445439.942257218,12.0,Active
992773.964566927,445439.942257218,12.0,Active
991358.724081364,446856.745078743,12.0,Active
994518.86187664,445974.567913383,12.0,Active
992341.126968503,446021.421259843,12.0,Active
992341.126968503,446021.421259843,12.0,Active
992341.126968503,446021.421259843,12.0,Active
992363.078412075,445874.970144354,12.0,Active
992363.078412075,445874.970144354,12.0,Active
992363.078412075,445874.970144354,12.0,Active
992363.078412075,445874.970144354,12.0,Active
992439.27952756,445344.539041996,12.0,Active
992439.27952756,445344.539041996,12.0,Active
994237.638779528,449281.518372707,12.0,Active
994362.370078739,449284.373687662,12.0,Active
994179.648622047,449279.083661415,12.0,Active
994062.521981627,448054.178805776,12.0,Active
994053.277559057,448316.390091866,12.0,Active
994998.726377953,447867.803149603,12.0,Active
994124.932742782,447788.551837273,12.0,Active
994127.408136483,447591.764435694,12.0,Active
994069.682414699,447449.749343835,12.0,Active
994066.550524935,447585.575459316,12.0,Active
994066.373031497,447718.102034122,12.0,Active
993571.139435697,447907.912073493,12.0,Active
993659.570538059,447829.378937006,12.0,Active
990994.54035433,449705.149278216,12.0,Active
991119.006889764,449705.148293965,12.0,Active
990927.180446193,449289.67847769,12.0,Active
991044.877624672,449290.615157478,12.0,Active
995316.141076114,449298.621391073,12.0,Active
995186.957677167,449292.892388448,12.0,Active
994976.738845143,449293.102034122,12.0,Active
994853.053149607,449294.044947505,12.0,Active
994504.181430448,449284.015419945,12.0,Active
993656.803805776,447907.941601053,12.0,Active
995949.362532809,446447.864501312,12.0,Active
996048.329724409,446031.43405512,12.0,Active
993084.709317584,449480.45013123,12.0,Active
993145.322834644,449480.257217847,12.0,Active
993154.28116798,449109.602034122,12.0,Active
993095.438320208,448856.818569556,12.0,Active
992571.562007874,446179.895669289,12.0,Active
993072.646653544,450214.521325462,12.0,Active
993074.914698161,450088.216207348,12.0,Active
993138.778543308,450088.219488189,12.0,Active
993128.887139108,450686.859908134,12.0,Active
993067.498687662,450554.685039371,12.0,Active
993128.84547244,450428.817585304,12.0,Active
993074.323162731,450412.124343835,12.0,Active
993136.744750656,450276.96686352,12.0,Active
1002754.3687664,448040.545275591,12.0,Active
1002893.64698163,447994.516732283,12.0,Active
995940.797572177,448416.105643041,12.0,Active
993662.610892389,447845.778215222,12.0,Active
993791.573162731,447908.634842522,12.0,Active
993789.384842519,447848.354330711,12.0,Active
994263.784776904,447918.77034121,12.0,Active
994263.645997375,447857.642060369,12.0,Active
994445.312335957,447919.651246719,12.0,Active
994418.0164042,447859.013451442,12.0,Active
994522.901574802,447923.613517061,12.0,Active
994526.877296589,447858.887139104,12.0,Active
994201.651574802,442826.028871395,12.0,Active
994142.801181104,442824.827427819,12.0,Active
996827.677165356,449794.606299214,12.0,Active
990171.825131234,445386.191272967,12.0,Active
994202.100065615,442698.489173226,12.0,Active
992169.777230971,447708.549540684,12.0,Active
992165.109580051,447471.28510499,12.0,Active
992162.697178479,447545.852362208,12.0,Active
992163.605643045,447571.96128609,12.0,Active
992163.155183729,447599.611876637,12.0,Active
994643.492454067,445973.424212597,12.0,Active
994784.999671917,445975.847440943,12.0,Active
994924.522637796,445970.121719159,12.0,Active
995037.331036747,445971.945538059,12.0,Active
995114.599081364,445973.534120739,12.0,Active
995281.968503937,445975.577755906,12.0,Active
995405.564632546,445977.400262468,12.0,Active
995499.699803151,445979.474409446,12.0,Active
995519.25393701,445811.701115489,12.0,Active
992865.142388452,445792.454724409,12.0,Active
992864.344488189,445788.936679788,12.0,Active
992854.421916012,445792.876968503,12.0,Active
994274.850721784,446180.952427819,12.0,Active
994408.388451442,446097.716207348,12.0,Active
994525.116141733,446061.036089242,12.0,Active
994553.901246719,446815.501312338,12.0,Active
994616.289041996,446815.293963253,12.0,Active
994555.387467191,446647.86581365,12.0,Active
994618.701771654,446643.675524935,12.0,Active
994618.925524935,446300.699475065,12.0,Active
995325.274278216,446287.276574805,12.0,Active
995510.95964567,446285.234580055,12.0,Active
995511.187664043,446186.930118114,12.0,Active
995084.234580051,446666.835301839,12.0,Active
995083.287729658,446773.42847769,12.0,Active
995030.215879265,446753.343175851,12.0,Active
995504.22604987,446741.53641732,12.0,Active
994510.824146982,446012.20013123,12.0,Active
994142.27952756,442698.534448817,12.0,Active
994191.277887139,443568.193569556,12.0,Active
994130.024934385,443569.470800526,12.0,Active
994192.853674542,443442.584973752,12.0,Active
994840.703412075,446438.007545933,12.0,Active
995022.234251969,446442.264107615,12.0,Active
995113.619750656,446444.214566931,12.0,Active
995271.771981627,446445.000984251,12.0,Active
995328.535433073,446448.572834648,12.0,Active
995500.277559057,446450.052493438,12.0,Active
994331.837598424,446310.885498688,12.0,Active
994371.721128609,446201.689960629,12.0,Active
994152.733267717,446237.905183725,12.0,Active
995958.304461941,446034.27034121,12.0,Active
995570.243438318,445971.424540684,12.0,Active
995680.524278216,445974.050196849,12.0,Active
995819.603674542,445975.099081367,12.0,Active
995954.041338582,445977.806102365,12.0,Active
996796.117782153,448840.933398947,12.0,Active
996844.586614173,448781.087270342,12.0,Active
996796.903543308,448683.751312338,12.0,Active
996796.561679792,448580.100393698,12.0,Active
996110.265091863,449308.53313648,12.0,Active
996327.894028872,449373.078412071,12.0,Active
996112.574146982,449379.053149603,12.0,Active
996887.818569552,448096.14895013,12.0,Active
994197.458989501,439084.444553807,12.0,Active
990759.006889764,445580.150918633,12.0,Active
990469.347112861,445529.228674538,12.0,Active
990735.300853018,445461.699803151,12.0,Active
993711.082020998,444496.437992126,12.0,Active
993712.229986876,444366.561351709,12.0,Active
993703.895341206,444116.232283466,12.0,Active
993163.501968503,444080.451443568,12.0,Active
990164.714895014,445489.234580055,12.0,Active
994135.547900263,443445.195866145,12.0,Active
991834.744094487,448354.674212597,12.0,Active
991740.863517061,448286.752296589,12.0,Active
991677.357283466,448351.960301839,12.0,Active
991573.980643045,448291.261154853,12.0,Active
994090.31988189,450011.070209973,12.0,Active
994111.729330707,448403.437335961,12.0,Active
994113.939304464,448318.011482939,12.0,Active
994118.077099737,448063.739173226,12.0,Active
994060.499015749,447773.104986876,12.0,Active
994127.044947505,447714.524606302,12.0,Active
992047.475721784,448358.726706035,12.0,Active
991965.738517061,448299.06824147,12.0,Active
993066.74606299,450682.720800526,12.0,Active
994129.705052495,447448.971128605,12.0,Active
994075.213254593,447247.313320212,12.0,Active
994134.199803151,447112.458333336,12.0,Active
994137.162729658,446882.603018373,12.0,Active
994077.035761155,446760.868766405,12.0,Active
994131.135170605,443304.249671914,12.0,Active
994195.98523622,443305.420275591,12.0,Active
994194.585629921,443173.534776904,12.0,Active
991486.060367454,448351.063320212,12.0,Active
991383.000984251,448285.867125981,12.0,Active
991269.792979002,448348.18405512,12.0,Active
992663.343503937,445786.889435694,12.0,Active
992796.583333332,445990.159120739,12.0,Active
992767.443897638,445899.545603678,12.0,Active
993130.956364829,446482.911089242,12.0,Active
993196.578740157,446441.464238845,12.0,Active
993200.905511811,446238.529855646,12.0,Active
993196.774606299,446156.402887136,12.0,Active
993512.483923886,445795.732939631,12.0,Active
993585.79429134,445846.963910758,12.0,Active
993795.871719159,445855.722440943,12.0,Active
994135.707349081,443172.05675853,12.0,Active
994128.073162731,443650.223097116,12.0,Active
993019.236220472,447364.307742782,12.0,Active
992316.600393701,445900.604330711,12.0,Active
992341.114501312,446021.421587929,12.0,Active
992741.607611548,445739.36811024,12.0,Active
993308.389435697,445827.402887136,12.0,Active
993328.185039371,445827.213910758,12.0,Active
993392.219160106,445790.668963253,12.0,Active
993205.304461941,446150.104002625,12.0,Active
993206.962926511,446046.274606302,12.0,Active
993205.293307088,446032.205380574,12.0,Active
992363.062664043,445874.970144354,12.0,Active
992500.388451442,445775.893372707,12.0,Active
994191.231299214,443643.316601053,12.0,Active
994111.686351705,444862.211942255,12.0,Active
991715.588582676,446907.16010499,12.0,Active
991875.292650919,446924.975065619,12.0,Active
991960.99606299,446868.090551183,12.0,Active
992121.95800525,446922.260498688,12.0,Active
991625.274606299,447274.448162727,12.0,Active
991739.144028872,447045.748687662,12.0,Active
994172.54035433,444874.269685037,12.0,Active
994170.54429134,444722.437335961,12.0,Active
994109.028543308,445068.184711285,12.0,Active
994171.574803151,445070.695866145,12.0,Active
994103.622703411,445189.72834646,12.0,Active
994165.80675853,445187.731955379,12.0,Active
994101.741797902,445332.332349084,12.0,Active
994164.952755906,445333.092191599,12.0,Active
994595.869422574,444531.629593179,12.0,Active
994601.57152231,444212.893700786,12.0,Active
994597.144685041,444363.352034122,12.0,Active
994598.787401576,444059.438976377,12.0,Active
994605.713910762,443920.048556432,12.0,Active
994606.017060369,443784.677821524,12.0,Active
994613.921916012,443419.795275591,12.0,Active
994688.783136483,441744.040354334,12.0,Active
994685.170275591,441907.34186352,12.0,Active
994686.389435697,442076.88188976,12.0,Active
995159.775918636,441751.584645666,12.0,Active
995111.155511811,441859.079068244,12.0,Active
995160.266732283,441964.523293965,12.0,Active
995106.250656169,442063.143044621,12.0,Active
995162.511811025,442101.844488189,12.0,Active
995108.203083988,442167.270013124,12.0,Active
995154.589566927,442227.658792652,12.0,Active
995106.380249344,442327.272637792,12.0,Active
994706.761811025,449822.613517061,12.0,Active
994838.989501312,449774.331692912,12.0,Active
994840.369750656,449820.888779528,12.0,Active
994983.65059055,449771.170275591,12.0,Active
994981.62106299,449829.055774279,12.0,Active
994718.612860892,449288.617125981,12.0,Active
994718.382874016,449349.374671914,12.0,Active
